rpm,coolant_temp,lub_oil_temp,fuel_pressure,coolant_pressure,label,score,pred,status,rules,status_final
804,81.81632036,76.23412415,7.391870141,3.812268112,1,-0.14397084578421426,-1,ANOMALIA,,ANOMALIA
572,88.23713698,75.73460039,4.238128557,2.80669904,0,-0.14307526506588142,-1,ANOMALIA,,ANOMALIA
745,87.29103243,77.39304026,2.896579111,1.906914826,1,-0.1444010460775702,-1,ANOMALIA,,ANOMALIA
854,81.66701219,75.56811418,12.75354329,1.360350014,1,-0.1444010460775702,-1,ANOMALIA,,ANOMALIA
1224,71.34604113,81.15267729,7.295813154,1.461579123,0,-0.13884002966777698,-1,ANOMALIA,,ANOMALIA
821,84.1991925,77.56606253,6.570315789,6.603111236,0,-0.142886663857131,-1,ANOMALIA,,ANOMALIA
698,88.59476188,75.33163398,4.87229227,1.581137034,1,-0.14546363530701112,-1,ANOMALIA,,ANOMALIA
755,85.84214129,78.87158299,3.731687892,1.624101277,0,-0.14665888460070575,-1,ANOMALIA,,ANOMALIA
1116,87.22945183,76.12491312,5.734199212,1.813894735,0,-0.1493027229582491,-1,ANOMALIA,,ANOMALIA
857,74.49921591,77.32433546,6.523919013,5.405052212,0,-0.14843010814605095,-1,ANOMALIA,,ANOMALIA
515,73.24207632,76.00991016,7.369588369,1.57143276,1,-0.14948272125177786,-1,ANOMALIA,,ANOMALIA
783,84.47016937,84.75733939,8.852286491,2.135233455,0,-0.15020319033478402,-1,ANOMALIA,,ANOMALIA
510,84.62844551,78.01340467,7.275327681,3.207495836,1,-0.14912277223045878,-1,ANOMALIA,,ANOMALIA
815,82.74985585,75.4634096,5.698105134,1.20126845,0,-0.14753198227509146,-1,ANOMALIA,,ANOMALIA
905,69.92125626,78.36031675,4.834102077,1.103456315,0,-0.14843010814605095,-1,ANOMALIA,,ANOMALIA
632,80.64235662,87.17605743,6.060801557,1.391543597,0,-0.14764635834965545,-1,ANOMALIA,,ANOMALIA
619,85.83886282,77.57509721,6.879915198,0.924505222,1,-0.14866563062338511,-1,ANOMALIA,,ANOMALIA
931,75.46847848,78.18428477,4.481236075,2.713406349,1,-0.14872443337460872,-1,ANOMALIA,,ANOMALIA
1409,87.81601814,76.24411281,17.31629955,3.478554898,0,-0.14522645145419966,-1,ANOMALIA,,ANOMALIA
524,73.97899838,77.26770634,6.817949603,1.786358359,0,-0.14391614937062525,-1,ANOMALIA,,ANOMALIA
606,72.92193641,82.8884269,8.139948019,2.454766201,1,-0.14479079002515538,-1,ANOMALIA,,ANOMALIA
1386,81.53896413,75.73700328,5.501139066,2.424525387,0,-0.14690075700172234,-1,ANOMALIA,,ANOMALIA
252,72.19710817,75.6913,11.20968168,2.362124528,1,-0.14410253402638906,-1,ANOMALIA,,ANOMALIA
1410,88.4249519,74.27619786,5.121068638,3.80723941,0,-0.15142751052892656,-1,ANOMALIA,,ANOMALIA
830,73.93944351,76.52398007,7.40379261,1.255517429,1,-0.14391441715914888,-1,ANOMALIA,,ANOMALIA
901,81.46787355,75.75115109,7.235897474,2.965274191,0,-0.14391441715914888,-1,ANOMALIA,,ANOMALIA
631,80.70743115,76.32819678,2.302143509,3.612217233,1,-0.14476940362481905,-1,ANOMALIA,,ANOMALIA
666,76.83690541,74.00783766,6.411326526,3.141806615,1,-0.14476940362481905,-1,ANOMALIA,,ANOMALIA
518,74.08002555,76.32101501,7.251811994,1.215472417,1,-0.14173493611372734,-1,ANOMALIA,,ANOMALIA
695,77.85817772,83.81570238,6.409824311,1.888637589,1,-0.1430872137451853,-1,ANOMALIA,,ANOMALIA
547,71.76221785,76.63806486,4.049650455,2.699806114,1,-0.14126248578275846,-1,ANOMALIA,,ANOMALIA
825,76.76245472,75.87879018,6.885997078,1.158951375,0,-0.1430872137451853,-1,ANOMALIA,,ANOMALIA
1077,81.25245703,76.79872226,5.875719502,2.943123852,1,-0.14229549396778096,-1,ANOMALIA,,ANOMALIA
662,79.91287502,81.94172632,7.129304145,2.249604379,0,-0.14253190762813162,-1,ANOMALIA,,ANOMALIA
590,88.41892632,77.6196316,13.41302171,1.941940912,1,-0.14385579484705024,-1,ANOMALIA,,ANOMALIA
526,82.48388646,75.11617882,7.533960902,3.097730057,1,-0.1439864335341856,-1,ANOMALIA,,ANOMALIA
619,72.75984764,75.12647233,4.270817591,2.513942714,1,-0.1436293889897432,-1,ANOMALIA,,ANOMALIA
958,82.9704451,77.74485744,3.936175277,0.991742715,0,-0.14437017110579897,-1,ANOMALIA,,ANOMALIA
516,82.42191982,74.2433009,6.758731476,2.787840859,1,-0.14324607190678895,-1,ANOMALIA,,ANOMALIA
1585,73.80651029,72.84481611,8.935389477,2.50951929,0,-0.15037507157167251,-1,ANOMALIA,,ANOMALIA
862,80.70366845,76.48660814,4.453480847,2.125558617,0,-0.14702234477960674,-1,ANOMALIA,,ANOMALIA
402,87.36787872,85.93157922,4.157512674,2.111385536,1,-0.1517347652597757,-1,ANOMALIA,,ANOMALIA
567,69.9263162,76.34184215,11.09550432,1.662626053,1,-0.15001465099373135,-1,ANOMALIA,,ANOMALIA
993,80.01967284,76.32934756,5.093312974,4.751132409,1,-0.1510126779031955,-1,ANOMALIA,,ANOMALIA
449,81.11700885,75.41907651,6.541986859,4.000173865,1,-0.15470699398915988,-1,ANOMALIA,,ANOMALIA
743,80.11689264,76.90926389,7.703249244,1.916053785,0,-0.15298922712599106,-1,ANOMALIA,,ANOMALIA
1007,68.55822257,82.33984881,3.888042259,1.691068721,0,-0.15339966289500462,-1,ANOMALIA,,ANOMALIA
746,76.57159979,74.47590022,7.557867703,1.829183054,0,-0.1531150943407399,-1,ANOMALIA,,ANOMALIA
746,71.03793612,75.42775527,6.16300078,1.171755601,0,-0.14816642178423,-1,ANOMALIA,,ANOMALIA
1000,69.54421583,75.82697767,7.364336504,2.284601263,1,-0.14873233338028624,-1,ANOMALIA,,ANOMALIA
602,70.2731726,74.48951182,5.890300123,3.492857144,0,-0.14873233338028624,-1,ANOMALIA,,ANOMALIA
633,74.59865548,75.6302423,4.930219436,5.247399749,1,-0.14309417591284534,-1,ANOMALIA,,ANOMALIA
471,67.72756811,77.82202372,5.761137654,3.095925718,0,-0.1428894186015499,-1,ANOMALIA,,ANOMALIA
388,83.1516234,74.61161456,5.960637658,3.210931301,1,-0.14785334929247318,-1,ANOMALIA,,ANOMALIA
559,74.855892,76.90817079,7.019138882,1.710780684,1,-0.1507820810480729,-1,ANOMALIA,,ANOMALIA
466,80.11418691,77.39352502,7.424822332,1.98849728,1,-0.15458045522756336,-1,ANOMALIA,,ANOMALIA
1178,70.86233509,74.22347302,6.367798732,2.733391645,1,-0.15089474366646494,-1,ANOMALIA,,ANOMALIA
620,74.72622295,75.80348852,9.961953837,2.175105824,1,-0.15053404847124385,-1,ANOMALIA,,ANOMALIA
1202,84.23362346,76.68479858,15.3690659,2.753458041,1,-0.14551442537920345,-1,ANOMALIA,,ANOMALIA
410,87.54554289,77.58877529,3.660445426,3.538380806,1,-0.14685363841062693,-1,ANOMALIA,,ANOMALIA
758,73.19576476,75.53396748,6.81608046,2.865231021,1,-0.1453620188693725,-1,ANOMALIA,,ANOMALIA
981,78.01787413,83.43829899,5.403741804,2.562960398,0,-0.145241611247363,-1,ANOMALIA,,ANOMALIA
804,84.41963895,76.1915688,8.002925724,2.07181481,0,-0.14569342232545346,-1,ANOMALIA,,ANOMALIA
1089,66.90907593,76.17787117,6.678259259,3.062140772,0,-0.14440209604988796,-1,ANOMALIA,,ANOMALIA
485,87.70456023,83.24363784,4.828104486,0.970944046,1,-0.14365073989132948,-1,ANOMALIA,,ANOMALIA
445,78.75995926,73.85663892,7.479579807,1.635294713,1,-0.14502564177656507,-1,ANOMALIA,,ANOMALIA
756,76.42680449,74.59079474,4.141878738,1.541337491,0,-0.14418639442865067,-1,ANOMALIA,,ANOMALIA
602,76.26847982,76.22904656,4.865932898,3.58514526,0,-0.1459204534353945,-1,ANOMALIA,,ANOMALIA
909,75.37029268,77.27855221,7.979860359,3.05373885,0,-0.14440209604988796,-1,ANOMALIA,,ANOMALIA
715,73.49928957,77.26106833,5.091304368,2.497381697,1,-0.15175578586373917,-1,ANOMALIA,,ANOMALIA
966,80.48657608,76.61243731,8.040469096,1.85598554,0,-0.14874467039201456,-1,ANOMALIA,,ANOMALIA
730,84.9792694,79.12261454,6.124153266,4.19150853,0,-0.14874382376611361,-1,ANOMALIA,,ANOMALIA
593,84.0986703,73.63767788,14.93502237,1.574322505,1,-0.14874382376611361,-1,ANOMALIA,,ANOMALIA
1041,73.97724327,74.01300385,0.39227027,1.406184209,1,-0.14709714396536788,-1,ANOMALIA,,ANOMALIA
851,85.13495777,74.66872499,5.549467734,3.223932025,1,-0.1463799567542946,-1,ANOMALIA,,ANOMALIA
472,77.54013406,75.46198967,4.768480476,2.011763734,1,-0.1472765592660149,-1,ANOMALIA,,ANOMALIA
693,75.34380877,76.52699616,5.371875751,3.215384348,0,-0.1496808971354816,-1,ANOMALIA,,ANOMALIA
876,78.45416656,84.8384281,6.076216043,2.626993066,1,-0.14910357242874583,-1,ANOMALIA,,ANOMALIA
771,79.81704658,77.13920165,4.696291048,4.45446206,1,-0.14817434738317148,-1,ANOMALIA,,ANOMALIA
841,80.66447311,81.39502721,7.142922079,2.416514174,0,-0.1496808971354816,-1,ANOMALIA,,ANOMALIA
774,72.72811723,80.37935163,3.159582155,2.594806695,1,-0.14889343256627785,-1,ANOMALIA,,ANOMALIA
1245,83.87822946,85.51648604,4.968979683,2.47361503,1,-0.14084172759148683,-1,ANOMALIA,,ANOMALIA
802,83.02442849,84.02113434,5.023473135,2.621266708,0,-0.14422239065028297,-1,ANOMALIA,,ANOMALIA
690,82.96849137,78.87260162,4.096233213,1.739565999,1,-0.14583199058562746,-1,ANOMALIA,,ANOMALIA
455,195.5279116,76.5193854,7.806127437,1.619575301,1,-0.14565295702179915,-1,ANOMALIA,Superaquecimento provável,ANOMALIA (regras)
795,77.52107006,74.05599386,4.934215437,2.226797355,1,-0.14373230351283883,-1,ANOMALIA,,ANOMALIA
1028,85.6638212,76.98632626,4.972064438,0.968792438,1,-0.14282252527680228,-1,ANOMALIA,,ANOMALIA
736,77.56549915,74.84406612,10.6363513,3.33180299,1,-0.14304512391815993,-1,ANOMALIA,,ANOMALIA
770,78.56782985,76.75792169,5.319689239,3.164734392,1,-0.1436207839536543,-1,ANOMALIA,,ANOMALIA
885,88.77762403,76.97152206,6.778658027,3.203037993,1,-0.14620903921667217,-1,ANOMALIA,,ANOMALIA
1155,73.67676409,76.31717198,7.474869157,2.343321441,1,-0.14416399063369634,-1,ANOMALIA,,ANOMALIA
1296,88.22886029,76.80581775,5.985338851,2.269967246,0,-0.14533040289959864,-1,ANOMALIA,,ANOMALIA
762,80.05251176,76.38749048,5.662346636,2.519459505,0,-0.14533040289959864,-1,ANOMALIA,,ANOMALIA
655,76.34030431,78.14591654,4.245912381,4.4212978,0,-0.14196155252959308,-1,ANOMALIA,,ANOMALIA
688,78.95281933,78.51596132,4.639049253,4.227773536,1,-0.14416399063369634,-1,ANOMALIA,,ANOMALIA
749,79.61966961,76.09263439,7.155095393,1.116659065,1,-0.1461401080709409,-1,ANOMALIA,,ANOMALIA
753,84.65608331,76.59338985,5.821779127,1.858398432,0,-0.1461401080709409,-1,ANOMALIA,,ANOMALIA
493,81.90205325,79.19175713,8.434516436,1.935163533,0,-0.14416399063369634,-1,ANOMALIA,,ANOMALIA
851,71.30207382,83.54967045,4.192194516,2.852318593,1,-0.14416399063369634,-1,ANOMALIA,,ANOMALIA
902,76.68535089,82.81125246,5.089303526,4.099194255,0,-0.1447000522758587,-1,ANOMALIA,,ANOMALIA
540,87.38128605,75.26165846,6.909789299,2.844930314,1,-0.14434263062431418,-1,ANOMALIA,,ANOMALIA
507,85.09751991,75.06838372,11.76618758,2.305819273,1,-0.1423177152509001,-1,ANOMALIA,,ANOMALIA
933,74.9384693,76.35777003,8.188180538,1.94990701,0,-0.1439853978498764,-1,ANOMALIA,,ANOMALIA
769,72.92146285,74.68380751,16.56635434,1.134408724,1,-0.14213961035754918,-1,ANOMALIA,,ANOMALIA
729,85.01276838,77.88884354,7.875519808,1.698252532,1,-0.14381716243363896,-1,ANOMALIA,,ANOMALIA
1009,78.66961107,78.18214723,5.125633367,3.391776154,1,-0.14524077271462676,-1,ANOMALIA,,ANOMALIA
668,76.97064169,76.01857685,4.186789679,2.659237129,0,-0.14524077271462676,-1,ANOMALIA,,ANOMALIA
489,81.56929266,76.50340265,7.626192768,2.908090081,1,-0.14160557802011942,-1,ANOMALIA,,ANOMALIA
619,69.96455475,77.31424093,4.149368394,2.793562783,1,-0.14292512834915916,-1,ANOMALIA,,ANOMALIA
590,79.33593061,75.58872175,4.942745897,2.673471702,0,-0.14255079562313544,-1,ANOMALIA,,ANOMALIA
1694,81.03244332,76.24983527,13.20148169,0.642457744,0,-0.1413790813581992,-1,ANOMALIA,,ANOMALIA
1421,87.41673259,76.21345133,6.687946345,2.545066784,0,-0.1433334893525655,-1,ANOMALIA,,ANOMALIA
877,75.81281247,75.59068592,6.597150836,2.049545572,1,-0.14279851079398642,-1,ANOMALIA,,ANOMALIA
1095,78.05263095,77.76479197,6.844390793,1.718101089,0,-0.14413957534619093,-1,ANOMALIA,,ANOMALIA
453,71.94247147,73.63731502,7.099434953,3.249698236,1,-0.14413957534619093,-1,ANOMALIA,,ANOMALIA
619,83.7509041,78.41976189,6.034299666,2.229591853,0,-0.14485439284958312,-1,ANOMALIA,,ANOMALIA
1029,67.2073085,77.92959729,5.430154827,1.166494569,0,-0.14485439284958312,-1,ANOMALIA,,ANOMALIA
930,74.17018603,76.92612883,5.078907648,3.164952897,1,-0.14378244987497135,-1,ANOMALIA,,ANOMALIA
852,80.47845341,75.93202356,6.610294676,2.246059169,1,-0.14435653908545454,-1,ANOMALIA,,ANOMALIA
619,79.89066195,77.09908878,5.865633849,1.914559653,1,-0.14463854692184674,-1,ANOMALIA,,ANOMALIA
1118,74.76801153,77.00572266,4.615589026,4.902938594,1,-0.14499612503107973,-1,ANOMALIA,,ANOMALIA
452,69.77021094,76.57118378,5.926350527,1.289708926,1,-0.14297233084637662,-1,ANOMALIA,,ANOMALIA
449,70.61617708,74.16232274,6.456972845,1.86003169,0,-0.1439036388659708,-1,ANOMALIA,,ANOMALIA
517,78.30357228,76.81022819,7.930385743,1.419751472,1,-0.1439036388659708,-1,ANOMALIA,,ANOMALIA
944,69.48603265,77.42745247,4.848367875,1.22216563,1,-0.14468726971892887,-1,ANOMALIA,,ANOMALIA
1557,76.85571383,74.38076422,5.635905227,2.417125567,1,-0.14956246099329862,-1,ANOMALIA,,ANOMALIA
617,78.56362957,78.26886917,4.794080429,1.330075768,1,-0.15132608841698136,-1,ANOMALIA,,ANOMALIA
642,80.40023055,76.80661258,4.956333988,1.238815801,1,-0.14956246099329862,-1,ANOMALIA,,ANOMALIA
1230,91.23234198,76.89732885,7.135221103,2.011912875,0,-0.15792346866311546,-1,ANOMALIA,,ANOMALIA
447,75.83445639,75.54156236,6.285034572,2.654678073,1,-0.1586454880373419,-1,ANOMALIA,,ANOMALIA
630,72.76150455,76.65463713,8.259101633,1.881413284,1,-0.15755169317528617,-1,ANOMALIA,,ANOMALIA
583,78.01220232,83.93639313,4.736459027,2.923886127,1,-0.15901785353552533,-1,ANOMALIA,,ANOMALIA
567,66.29477251,77.01264986,5.890661075,1.18324058,0,-0.15721448797426563,-1,ANOMALIA,,ANOMALIA
708,89.80069549,77.44557276,6.197792126,2.660306515,0,-0.15721448797426563,-1,ANOMALIA,,ANOMALIA
895,83.69427403,73.14849032,4.657545862,2.619061223,1,-0.1575787152700544,-1,ANOMALIA,,ANOMALIA
508,82.97488026,82.37819781,6.125368684,4.905071046,1,-0.15850989215207945,-1,ANOMALIA,,ANOMALIA
1041,71.81744631,79.19700639,6.210473426,3.187333879,0,-0.15809837379578784,-1,ANOMALIA,,ANOMALIA
513,80.61152339,76.69211703,2.194687652,2.375831938,1,-0.15809837379578784,-1,ANOMALIA,,ANOMALIA
832,79.20674235,76.01182206,5.581214872,0.690796822,1,-0.1586454880373419,-1,ANOMALIA,,ANOMALIA
630,72.67427186,77.4062679,11.15937829,3.086155908,1,-0.15809837379578784,-1,ANOMALIA,,ANOMALIA
742,75.68502673,79.96086421,4.959258536,2.175643269,1,-0.14628170538724705,-1,ANOMALIA,,ANOMALIA
1004,83.15523516,74.62154291,16.55449227,5.738462834,1,-0.14291586583463411,-1,ANOMALIA,,ANOMALIA
808,81.13397422,78.14847599,11.7628468,1.498094867,1,-0.1427376028760392,-1,ANOMALIA,,ANOMALIA
633,87.96347808,75.88579051,14.05924002,2.390701335,1,-0.1439969778331086,-1,ANOMALIA,,ANOMALIA
910,71.36366509,75.08142236,5.998269381,1.638388036,1,-0.14316392940085765,-1,ANOMALIA,,ANOMALIA
483,83.1356384,76.46065216,8.082058351,1.583980771,1,-0.14439127184557055,-1,ANOMALIA,,ANOMALIA
456,86.68444742,77.86160868,4.916964435,1.524667349,0,-0.14540969557156647,-1,ANOMALIA,,ANOMALIA
829,66.91730718,85.70189103,5.129312925,2.29827647,1,-0.1459425072793883,-1,ANOMALIA,,ANOMALIA
889,80.54023306,75.88722527,5.509794516,3.184433326,0,-0.1454054609166585,-1,ANOMALIA,,ANOMALIA
686,75.57820542,77.12651932,7.433347558,2.511809691,1,-0.14486884019557988,-1,ANOMALIA,,ANOMALIA
631,94.45813183,81.7800175,9.963249083,2.490327509,1,-0.1465497183222697,-1,ANOMALIA,,ANOMALIA
668,81.55990023,76.58595069,6.498061391,2.892444301,0,-0.14392545660808154,-1,ANOMALIA,,ANOMALIA
525,71.91231268,75.05683435,4.590109064,1.071572888,1,-0.14283666395644834,-1,ANOMALIA,,ANOMALIA
1160,86.69008753,75.17788245,3.972766968,4.13844703,1,-0.14082116909089037,-1,ANOMALIA,,ANOMALIA
916,84.08827548,78.47195483,1.684926643,2.845901403,1,-0.14100313258017771,-1,ANOMALIA,,ANOMALIA
467,70.55402472,76.00084278,7.532953779,4.158343777,1,-0.1526388465758287,-1,ANOMALIA,,ANOMALIA
835,75.53986392,76.54961895,3.634149838,1.362930703,0,-0.14796490519032868,-1,ANOMALIA,,ANOMALIA
418,85.48554487,83.77755628,7.656475098,2.461410351,1,-0.1518567253950457,-1,ANOMALIA,,ANOMALIA
1162,83.82786709,77.85039113,3.253887848,2.714424884,1,-0.15318163038046795,-1,ANOMALIA,,ANOMALIA
792,71.10478652,75.05658857,6.285791108,3.037710221,1,-0.1490434857513928,-1,ANOMALIA,,ANOMALIA
610,80.86582694,76.95765521,9.175775764,2.832133556,1,-0.1490434857513928,-1,ANOMALIA,,ANOMALIA
388,92.2989229,82.0705712,9.222565902,5.566876992,0,-0.1518567253950457,-1,ANOMALIA,,ANOMALIA
812,78.51206624,86.58518502,4.76511455,1.61858475,0,-0.14796490519032868,-1,ANOMALIA,,ANOMALIA
798,84.04874474,77.60294506,4.939524063,4.915530702,0,-0.14706104642703377,-1,ANOMALIA,,ANOMALIA
1156,88.24018877,75.6653431,5.396624116,3.06941755,0,-0.14497562274663245,-1,ANOMALIA,,ANOMALIA
678,78.03876365,76.91473968,5.331778938,1.418474049,1,-0.14551232816645565,-1,ANOMALIA,,ANOMALIA
1170,84.43820162,77.83678168,4.122819139,3.067950397,0,-0.14670127182074666,-1,ANOMALIA,,ANOMALIA
755,76.87792726,74.76352078,5.823886074,0.990416352,1,-0.14458098792613938,-1,ANOMALIA,,ANOMALIA
594,89.77683891,75.77082232,12.21772974,2.780594017,1,-0.14458098792613938,-1,ANOMALIA,,ANOMALIA
852,76.23705043,80.98494127,3.49740726,1.691328707,0,-0.14458098792613938,-1,ANOMALIA,,ANOMALIA
970,79.07012587,76.67303597,3.037662415,1.757821625,0,-0.1453975245537753,-1,ANOMALIA,,ANOMALIA
758,85.01224656,75.20820605,6.836627514,2.942594256,1,-0.14458098792613938,-1,ANOMALIA,,ANOMALIA
669,71.4902961,76.51757408,3.592181146,2.464180062,1,-0.1447597381401743,-1,ANOMALIA,,ANOMALIA
702,85.98006993,76.83747569,11.47150072,3.048485638,0,-0.14458098792613938,-1,ANOMALIA,,ANOMALIA
606,74.85075912,75.2100676,4.695013695,1.220789743,1,-0.14551232816645565,-1,ANOMALIA,,ANOMALIA
402,75.10763318,73.41521503,4.866862267,1.107043035,1,-0.146124250118419,-1,ANOMALIA,,ANOMALIA
753,78.2359501,76.80022101,6.100375449,3.071797174,1,-0.1447597381401743,-1,ANOMALIA,,ANOMALIA
759,75.59674508,75.11498103,5.713720226,2.168770205,1,-0.14497562274663245,-1,ANOMALIA,,ANOMALIA
770,83.33828247,75.24116767,5.616329106,3.133742057,1,-0.14479681548366385,-1,ANOMALIA,,ANOMALIA
702,83.39553227,74.31958702,7.777609996,2.898992696,1,-0.14479681548366385,-1,ANOMALIA,,ANOMALIA
769,83.64863101,75.96225642,6.585609115,1.639451776,1,-0.14389294484422188,-1,ANOMALIA,,ANOMALIA
779,72.1509296,75.45896155,6.472353775,1.33776781,0,-0.1431791432140166,-1,ANOMALIA,,ANOMALIA
630,66.79789744,74.38589062,3.985444352,1.67336143,1,-0.1435943090840306,-1,ANOMALIA,,ANOMALIA
785,71.23022408,73.62051765,7.025902979,0.317274896,0,-0.14613884856467563,-1,ANOMALIA,,ANOMALIA
884,85.56242202,76.0161047,6.096958434,2.603565846,1,-0.14631801056249416,-1,ANOMALIA,,ANOMALIA
789,77.31863907,82.55973734,6.85722156,1.25008582,1,-0.14646429062467647,-1,ANOMALIA,,ANOMALIA
702,69.66781806,76.06596503,4.65682907,2.634803284,1,-0.14664353864544188,-1,ANOMALIA,,ANOMALIA
918,75.8718314,76.4773278,4.861759648,0.369977725,1,-0.14744631949398057,-1,ANOMALIA,,ANOMALIA
761,86.01351504,78.28575282,7.13429797,2.515077995,0,-0.15264452014792862,-1,ANOMALIA,,ANOMALIA
523,70.0762298,79.08793766,7.769451408,1.834132665,1,-0.15141712669111662,-1,ANOMALIA,,ANOMALIA
1286,76.76180862,82.79729912,7.706397874,1.2493363,0,-0.145953397037621,-1,ANOMALIA,,ANOMALIA
806,80.95902181,78.59050097,6.581784161,3.816676531,1,-0.1469260456439735,-1,ANOMALIA,,ANOMALIA
770,86.71108254,76.66991633,5.950062199,1.455454807,1,-0.1469260456439735,-1,ANOMALIA,,ANOMALIA
573,83.07734272,76.90379037,6.847161918,2.421781721,1,-0.14672876334142004,-1,ANOMALIA,,ANOMALIA
896,73.28311304,77.83856941,3.553186082,2.9052299,0,-0.14942351480463967,-1,ANOMALIA,,ANOMALIA
555,76.93799375,75.78029361,3.509950623,2.689535798,1,-0.14975690634972394,-1,ANOMALIA,,ANOMALIA
928,87.36911144,76.38977277,5.538550603,3.001202364,1,-0.15282540176686987,-1,ANOMALIA,,ANOMALIA
488,75.83121102,74.25310466,6.698703498,1.629925623,1,-0.15250118595235496,-1,ANOMALIA,,ANOMALIA
842,84.81811541,74.69826762,3.750397362,2.604153612,1,-0.1515602337747266,-1,ANOMALIA,,ANOMALIA
1046,82.5336883,79.57716815,9.182887456,1.043105935,0,-0.1499370246959396,-1,ANOMALIA,,ANOMALIA
568,66.18927678,77.04977036,5.110855817,1.106498518,1,-0.15105615544604267,-1,ANOMALIA,,ANOMALIA
539,66.84316873,75.935642,4.711832305,1.802048341,1,-0.1515976838774935,-1,ANOMALIA,,ANOMALIA
620,79.16137641,75.95133547,6.108225201,2.701832553,1,-0.15177828878991195,-1,ANOMALIA,,ANOMALIA
653,83.19329051,83.11616734,9.639072429,2.203079522,0,-0.15195894144098698,-1,ANOMALIA,,ANOMALIA
549,70.10514577,80.45508769,7.217278142,2.39668732,1,-0.15180865874452187,-1,ANOMALIA,,ANOMALIA
739,71.30545049,75.99059333,9.032016603,5.338166199,1,-0.15250118595235496,-1,ANOMALIA,,ANOMALIA
642,86.62596798,77.43371261,7.40297159,2.705430768,0,-0.15232039000958497,-1,ANOMALIA,,ANOMALIA
648,74.55950628,74.83906777,12.89386452,3.463157667,1,-0.1521396418433374,-1,ANOMALIA,,ANOMALIA
742,90.05889851,74.72010016,5.744496404,1.386229062,1,-0.1521396418433374,-1,ANOMALIA,,ANOMALIA
1262,67.5122495,84.94250992,3.438965271,1.634058797,0,-0.146285089971385,-1,ANOMALIA,,ANOMALIA
382,81.06447448,77.00057062,6.040847619,5.217296768,1,-0.14434560245786265,-1,ANOMALIA,,ANOMALIA
639,81.78541363,77.64086361,5.620617581,4.170743146,0,-0.14559741073419752,-1,ANOMALIA,,ANOMALIA
923,77.2240914,84.85405582,7.873441256,1.835316453,1,-0.14452429045329052,-1,ANOMALIA,,ANOMALIA
641,80.00711408,74.74189064,9.711182542,0.825451771,1,-0.14434560245786265,-1,ANOMALIA,,ANOMALIA
764,73.75508941,77.37202096,4.620158063,1.408026221,1,-0.14541843915964492,-1,ANOMALIA,,ANOMALIA
558,81.08423241,77.40561105,9.606253257,3.123183908,1,-0.1479276542021276,-1,ANOMALIA,,ANOMALIA
790,82.97538132,77.56499719,16.2075838,1.29696079,1,-0.146492978460934,-1,ANOMALIA,,ANOMALIA
514,84.6151936,75.52660947,7.496804418,1.74943446,0,-0.15227722972096547,-1,ANOMALIA,,ANOMALIA
944,86.90469356,84.34897203,5.088805669,4.759353376,0,-0.14898465542610118,-1,ANOMALIA,,ANOMALIA
708,82.75841028,75.54757035,6.628283628,2.085208151,0,-0.14685084166782914,-1,ANOMALIA,,ANOMALIA
876,77.86180478,75.68030019,4.254780803,1.783488745,0,-0.15651116573680535,-1,ANOMALIA,,ANOMALIA
798,69.31584393,75.06615592,4.255605164,2.549566676,1,-0.15651116573680535,-1,ANOMALIA,,ANOMALIA
591,69.27599168,75.10319154,5.502254073,3.725088941,0,-0.15742116506181636,-1,ANOMALIA,,ANOMALIA
721,76.73533537,78.13638376,4.358824994,1.469667794,1,-0.15651116573680535,-1,ANOMALIA,,ANOMALIA
834,69.28256209,75.88988162,7.197487356,2.957714607,1,-0.15669306941247718,-1,ANOMALIA,,ANOMALIA
914,78.1722783,75.8425196,5.890436417,1.843528379,1,-0.15163443574799895,-1,ANOMALIA,,ANOMALIA
1025,76.90401587,77.95430393,6.053473512,1.490094405,1,-0.15139483020729982,-1,ANOMALIA,,ANOMALIA
706,88.70169682,74.8552848,5.003266103,2.706935828,1,-0.14889433025957555,-1,ANOMALIA,,ANOMALIA
705,72.13440651,76.50430735,6.185717989,1.942485413,0,-0.15072569678747805,-1,ANOMALIA,,ANOMALIA
971,69.54435723,75.51362371,3.46027839,1.355983513,1,-0.15412979862319665,-1,ANOMALIA,,ANOMALIA
898,75.1055504,77.01999846,5.013831545,2.505402907,0,-0.15033478511369058,-1,ANOMALIA,,ANOMALIA
931,86.10279123,74.94945854,3.304327864,2.704097749,0,-0.15011719065219953,-1,ANOMALIA,,ANOMALIA
656,74.12603637,81.8981868,9.365773567,2.689524843,1,-0.1499370246959396,-1,ANOMALIA,,ANOMALIA
658,71.24458528,77.71101374,7.241153318,2.584130546,1,-0.1499370246959396,-1,ANOMALIA,,ANOMALIA
782,73.51537949,80.71732558,6.569319092,1.556901585,1,-0.1499370246959396,-1,ANOMALIA,,ANOMALIA
598,80.17176832,83.01521413,6.572258544,1.897032529,1,-0.1499370246959396,-1,ANOMALIA,,ANOMALIA
445,68.13465624,83.49420929,6.018027151,1.231359175,1,-0.14724024151790094,-1,ANOMALIA,,ANOMALIA
934,74.97061155,76.66427701,6.902685181,3.390743421,0,-0.14688147752015934,-1,ANOMALIA,,ANOMALIA
834,75.63493032,74.58030756,6.574008042,2.325895648,0,-0.14706083581445895,-1,ANOMALIA,,ANOMALIA
